dateTime,value
4/5/2025 06:30,1.813
4/5/2025 06:45,1.813
4/5/2025 07:00,1.813
4/5/2025 07:15,1.813
4/5/2025 07:30,1.813
4/5/2025 07:45,1.813
4/5/2025 08:00,1.813
4/5/2025 08:15,1.813
4/5/2025 08:30,1.813
4/5/2025 08:45,1.813
4/5/2025 09:00,1.813
4/5/2025 09:15,1.8138333333333327
4/5/2025 09:30,1.8146666666666669
4/5/2025 09:45,1.8155
4/5/2025 10:00,1.8163333333333331
4/5/2025 10:15,1.8171666666666664
4/5/2025 10:30,1.818
4/5/2025 10:45,1.8188333333333333
4/5/2025 11:00,1.8196666666666663
4/5/2025 11:15,1.8205
4/5/2025 11:30,1.8213333333333328
4/5/2025 11:45,1.8221666666666667
4/5/2025 12:00,1.823
4/5/2025 12:15,1.823625
4/5/2025 12:30,1.82425
4/5/2025 12:45,1.824875
4/5/2025 13:00,1.8255
4/5/2025 13:15,1.826125
4/5/2025 13:30,1.82675
4/5/2025 13:45,1.827375
4/5/2025 14:00,1.828
4/5/2025 14:15,1.828625
4/5/2025 14:30,1.82925
4/5/2025 14:45,1.829875
4/5/2025 15:00,1.8305
4/5/2025 15:15,1.831125
4/5/2025 15:30,1.83175
4/5/2025 15:45,1.832375
4/5/2025 16:00,1.833
4/5/2025 16:15,1.833625
4/5/2025 16:30,1.83425
4/5/2025 16:45,1.834875
4/5/2025 17:00,1.8355
4/5/2025 17:15,1.836125
4/5/2025 17:30,1.83675
4/5/2025 17:45,1.837375
4/5/2025 18:00,1.838
4/5/2025 18:15,1.838625
4/5/2025 18:30,1.83925
4/5/2025 18:45,1.839875
4/5/2025 19:00,1.8405
4/5/2025 19:15,1.841125
4/5/2025 19:30,1.84175
4/5/2025 19:45,1.842375
4/5/2025 20:00,1.843
4/5/2025 20:15,1.843625
4/5/2025 20:30,1.84425
4/5/2025 20:45,1.844875
4/5/2025 21:00,1.8455
4/5/2025 21:15,1.846125
4/5/2025 21:30,1.84675
4/5/2025 21:45,1.847375
4/5/2025 22:00,1.848
4/5/2025 22:15,1.848625
4/5/2025 22:30,1.84925
4/5/2025 22:45,1.849875
4/5/2025 23:00,1.8505
4/5/2025 23:15,1.851125
4/5/2025 23:30,1.85175
4/5/2025 23:45,1.852375
4/6/2025 00:00,1.853
4/6/2025 00:15,1.8521666666666667
4/6/2025 00:30,1.8513333333333333
4/6/2025 00:45,1.8505
4/6/2025 01:00,1.8496666666666663
4/6/2025 01:15,1.848833333333333
4/6/2025 01:30,1.848
4/6/2025 01:45,1.8471666666666664
4/6/2025 02:00,1.8463333333333332
4/6/2025 02:15,1.8455
4/6/2025 02:30,1.844666666666667
4/6/2025 02:45,1.8438333333333328
4/6/2025 03:00,1.843
4/6/2025 03:15,1.8421666666666667
4/6/2025 03:30,1.8413333333333333
4/6/2025 03:45,1.8405
4/6/2025 04:00,1.8396666666666663
4/6/2025 04:15,1.838833333333333
4/6/2025 04:30,1.838
4/6/2025 04:45,1.8371666666666664
4/6/2025 05:00,1.8363333333333332
4/6/2025 05:15,1.8355
4/6/2025 05:30,1.834666666666667
4/6/2025 05:45,1.8338333333333328
4/6/2025 06:00,1.833
4/6/2025 06:15,1.8321666666666667
4/6/2025 06:30,1.8313333333333333
4/6/2025 06:45,1.8305
4/6/2025 07:00,1.8296666666666663
4/6/2025 07:15,1.8288333333333333
4/6/2025 07:30,1.828
4/6/2025 07:45,1.8271666666666664
4/6/2025 08:00,1.8263333333333331
4/6/2025 08:15,1.8255
4/6/2025 08:30,1.8246666666666669
4/6/2025 08:45,1.8238333333333328
